Provider/Agency,Hosting Org,Street Address,City,State,Postal Code,"Location (Lat, Long)",Latitude,Longitude,NTA Code,NTA Name,Council Distrcit,Offer Wifi,Original Dataset,Add'l Info
Brooklyn Public Library,Brooklyn Public Library,9727 Seaview Avenue,Brooklyn,New York,11236,(-73.88930465 40.63447461),40.63447461,-73.88930465,BK50,Canarsie,46,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
New York Public Library,New York Public Library,415 East Houston Street,New York,New York,10002,(-73.97960560000001 40.71939728),40.71939728,-73.9796056,MN28,Lower East Side,2,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department for the Aging,SELFHELP COMMUNITY SERVICES INC,34-30 137th Street,Queens,New York,11354,(-73.8304 40.7658),40.7658,-73.8304,QN22,Flushing,20,Yes,Citywide Public Computer Centers,Programming available in Cantonese
Department of Parks and Recreation,Department of Parks and Recreation,1 Clarkson Street,New York,New York,10014,(-74.005446 40.729598),40.729598,-74.005446,MN23,West Village,3,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
New York Public Library,New York Public Library,524 Main Street,New York,New York,10044,(-73.95016589 40.76125337),40.76125337,-73.95016589,MN31,Lenox Hill-Roosevelt Island,5,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department for the Aging,THE CARTER BURDEN CENTER FOR THE AGING INC d/b/a CARTER BURD,564 Main Street,Manhattan,New York,10044,(-73.949306 40.762408),40.762408,-73.949306,MN31,Lenox Hill-Roosevelt Island,5,Yes,Citywide Public Computer Centers,Unknown
Department for the Aging,SELFHELP COMMUNITY SERVICES INC,106-06 Queens Boulevard,Queens,New York,11375,(-73.8475 40.7217),40.7217,-73.8475,QN17,Forest Hills,29,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,Coalition for Hispanic Family Services,422 Central Avenue,Brooklyn,New York,11221,(-73.916671 40.69298),40.69298,-73.916671,BK78,Bushwick South,34,No,Citywide Public Computer Centers,Unknown
Department for the Aging,FORT GREENE COUNCIL,961 Ocean Avenue,Brooklyn,New York,11226,(-73.958877 40.638891),40.638891,-73.958877,BK42,Flatbush,40,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,118 Eames Place,Bronx,New York,10468,(-73.90119379 40.86903939),40.86903939,-73.90119379,BX28,Van Cortlandt Village,14,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
New York Public Library,New York Public Library,947 Castle Hill Avenue,Bronx,New York,10473,(-73.85018146 40.82660923),40.82660923,-73.85018146,BX59,Westchester-Unionport,18,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Parks and Recreation,Department of Parks and Recreation,155 Bay Street,Brooklyn,New York,11231,(-74.004031 40.67239),40.67239,-74.004031,BK33,Carroll Gardens-Columbia Street-Red Hook,38,No,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Department for the Aging,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,55 Pierrepont Street,Brooklyn,New York,11201,(-73.995117 40.695783),40.695783,-73.995117,BK09,Brooklyn Heights-Cobble Hill,33,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,"University Settlement Society of New York, Inc.",177 Myrtle St.,Brooklyn,New York,11201,(-73.982041 40.693787),40.693787,-73.982041,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,No,Citywide Public Computer Centers,Unknown
Department for the Aging,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,817 Avenue H,Brooklyn,New York,11230,(-73.968686 40.629268),40.629268,-73.968686,BK42,Flatbush,40,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,ACDP (Community Association for Progressive Dominicans),601 Crotona Park North,Bronx,New York,10457,(-73.894861 40.84318),40.84318,-73.894861,BX17,East Tremont,15,Yes,Citywide Public Computer Centers,Unknown
New York City Housing Authority,Eastside House Settlement,340 Morris Avenue,Bronx,New York,10451,(-73.92523 40.813717),40.813717,-73.92523,BX39,Mott Haven-Port Morris,8,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish"
Department for the Aging,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1619 East 174th Street,Bronx,New York,10472,(-73.876349 40.834941),40.834941,-73.876349,BX08,West Farms-Bronx River,18,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish; programming available in Spanish"
Department for the Aging,Presbyterian Senior Services,950 Union Avenue,Bronx,New York,10459,(-73.901821 40.822812),40.822812,-73.901821,BX33,Longwood,17,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,4100 Lowerre Place,Bronx,New York,10466,(-73.85958124 40.89108507),40.89108507,-73.85958124,BX44,Williamsbridge-Olinville,12,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Queens Library,Queens Library,37-44 21 Street,Long Island City,New York,11101,(-73.939217 40.757872),40.757872,-73.939217,QN68,Queensbridge-Ravenswood-Long Island City,26,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Bengali, Spanish."
Department of Youth and Community Development,SoBro (South Bronx Overall Economic Development Corp),1221 Prospect Avenue,Bronx,New York,10459,(-73.898713 40.827524),40.827524,-73.898713,BX33,Longwood,17,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,Catholic Charities (CCCS),3782 Tenth Avenue,Manhattan,New York,10034,(-73.92143 40.86162),40.86162,-73.92143,MN01,Marble Hill-Inwood,10,No,Citywide Public Computer Centers,Unknown
Department for the Aging,SUNNYSIDE COMMUNITY SERVICES INC,43-31 39th Street,Queens,New York,11104,(-73.925693 40.74503),40.74503,-73.925693,QN31,Hunters Point-Sunnyside-West Maspeth,26,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Spanish; programming available in Spanish"
Department of Parks and Recreation,Department of Parks and Recreation,776 Lorimer Street,Brooklyn,New York,11222,(-73.949937 40.720152),40.720152,-73.949937,BK73,North Side-South Side,33,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Brooklyn Public Library,Brooklyn Public Library,1265 43rd Street,Brooklyn,New York,11219,(-73.98900778 40.63888517),40.63888517,-73.98900778,BK88,Borough Park,39,Yes,Citywide Public Computer Centers,"Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish, Yiddish."
Queens Library,Queens Library,35-51 81 Street,Jackson Heights,New York,11372,(-73.88506932 40.75019609),40.75019609,-73.88506932,QN28,Jackson Heights,25,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Spanish, Chinese, Korean, Russian, Bengali, Gujarati, Hindi, Urdu, Polish, Portuguese."
Brooklyn Public Library,Brooklyn Public Library,1901 Mermaid Avenue,Brooklyn,New York,11224,(-73.98606199 40.57663778),40.57663778,-73.98606199,BK21,Seagate-Coney Island,47,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
Queens Library,Queens Library,214-20 Northern Boulevard,Bayside,New York,11361,(-73.76836198 40.76012558),40.76012558,-73.76836198,QN46,Bayside-Bayside Hills,19,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean, Italian."
New York Public Library,New York Public Library,1617 Richmond Road,Staten Island,New York,10304,(-74.10113729 40.59039134),40.59039134,-74.10113729,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,50,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Parks and Recreation,Department of Parks and Recreation,1527 Jesup Avenue,Bronx,New York,10452,(-73.918977 40.843997),40.843997,-73.918977,BX26,Highbridge,16,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Department of Youth and Community Development,"Grand Street Settlement, Inc.",442 Dekalb Avenue,Brooklyn,New York,11205,(-73.959813 40.690182),40.690182,-73.959813,BK75,Bedford,35,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,2150 University Avenue,Bronx,New York,10453,(-73.90931635 40.85742189),40.85742189,-73.90931635,BX36,University Heights-Morris Heights,14,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Youth and Community Development,"PAL?(Police Athletic League, Inc.)?????????",715 East 105 Street,Brooklyn,New York,11236,(-73.895479 40.649045),40.649045,-73.895479,BK50,Canarsie,42,No,Citywide Public Computer Centers,Unknown
Queens Library,Queens Library,312 Beach 54 Street,Arverne,New York,11691,(-73.78404003 40.59314678),40.59314678,-73.78404003,QN12,Hammels-Arverne-Edgemere,31,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Spanish."
Department for the Aging,FIND AID FOR THE AGED,141 West 73rd Street,Manhattan,New York,10023,(-73.979807 40.778922),40.778922,-73.979807,MN14,Lincoln Square,6,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,112 East 96th Street,New York,New York,10128,(-73.95180567000001 40.7859598),40.7859598,-73.95180567,MN40,Upper East Side-Carnegie Hill,4,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department for the Aging,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,3754 10th Avenue,Manhattan,New York,10034,(-73.922011 40.861029),40.861029,-73.922011,MN01,Marble Hill-Inwood,10,Yes,Citywide Public Computer Centers,Programming available in Spanish
Department for the Aging,FORT GREENE COUNCIL,447 Kingsborough 4th Walk,Brooklyn,New York,11233,(-73.924931 40.675242),40.675242,-73.924931,BK61,Crown Heights North,41,Yes,Citywide Public Computer Centers,Unknown
Department of Parks and Recreation,Department of Parks and Recreation,80 Catherine Street,New York,New York,10038,(-73.997626 40.710193),40.710193,-73.997626,MN27,Chinatown,1,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.  Workshops available in Spanish."
Department of Youth and Community Development,"Grand Street Settlement, Inc.",736 Park Avenue,Brooklyn,New York,11206,(-73.946486 40.697713),40.697713,-73.946486,BK75,Bedford,36,Yes,Citywide Public Computer Centers,Unknown
Brooklyn Public Library,Brooklyn Public Library,5108 Fourth Avenue,Brooklyn,New York,11220,(-74.01363 40.64591212),40.64591212,-74.01363,BK32,Sunset Park West,38,Yes,Citywide Public Computer Centers,"Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Cantonese, Mandarin, Spanish."
Department for the Aging,BRONX HOUSE INC,990 Pelham Parkway South,Bronx,New York,10461,(-73.860354 40.856804),40.856804,-73.860354,BX49,Pelham Parkway,13,Yes,Citywide Public Computer Centers,Programming available in Spanish
New York Public Library,New York Public Library,476 Fifth Avenue,New York,New York,10018,(-73.982222 40.753193),40.753193,-73.982222,MN17,Midtown-Midtown South,4,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
New York Public Library,New York Public Library,3060 Middletown Road,Bronx,New York,10461,(-73.82788991 40.84429267),40.84429267,-73.82788991,BX52,Schuylerville-Throgs Neck-Edgewater Park,13,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Queens Library,Queens Library,40-20 Broadway,Long Island City,New York,11103,(-73.91862332 40.75852927),40.75852927,-73.91862332,QN70,Astoria,26,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Bengali, Urdu, Spanish, Arabic, Croatian, French, Greek, Italian, Japanese, Portuguese and Tagalog."
Department of Parks and Recreation,Department of Parks and Recreation,131-40 Fowler Avenue,Flushing,New York,11355,(-73.833841 40.751405),40.751405,-73.833841,QN99,park-cemetery-etc-Queens,20,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.  Introductory workshops available in Mandarin."
Queens Library,Queens Library,158-21 Jewel Avenue,Flushing,New York,11365,(-73.80987988 40.73303424),40.73303424,-73.80987988,QN38,Pomonok-Flushing Heights-Hillcrest,24,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Russian, Pashto, Dari."
New York Public Library,New York Public Library,66 Leroy Street,New York,New York,10014,(-74.00533101 40.72998291),40.72998291,-74.00533101,MN23,West Village,3,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Queens Library,Queens Library,92-25 Rockaway Beach Boulevard,Rockaway Beach,New York,11693,(-73.81609 40.58588),40.58588,-73.81609,QN12,Hammels-Arverne-Edgemere,32,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages."
Department for the Aging,RISEBORO COMMUNITY PARTNERSHIP INC,319 Stanhope Street,Brooklyn,New York,11237,(-73.918336 40.70285),40.70285,-73.918336,BK77,Bushwick North,37,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in: Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish"
Department for the Aging,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1960 East 7th Street,Brooklyn,New York,11223,(-73.965083 40.60308400000001),40.603084,-73.965083,BK25,Homecrest,47,No,Citywide Public Computer Centers,Unknown
Department of Parks and Recreation,Department of Parks and Recreation,133-39 Guy R Brewer Boulevard,Jamaica,New York,11434,(-73.774423 40.67413),40.67413,-73.774423,QN02,Springfield Gardens North,28,No,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
New York Public Library,New York Public Library,135 East 46th Street,New York,New York,10017,(-73.97356772 40.75406788),40.75406788,-73.97356772,MN19,Turtle Bay-East Midtown,4,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Brooklyn Public Library,Brooklyn Public Library,202 Brighton Beach Avenue,Brooklyn,New York,11235,(-73.96677488 40.57610775),40.57610775,-73.96677488,BK19,Brighton Beach,48,Yes,Citywide Public Computer Centers,"Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.    Programming available in Russian, Spanish."
Department for the Aging,FORT GREENE COUNCIL,2702 Linden Boulevard,Brooklyn,New York,11208,(-73.864605 40.668837),40.668837,-73.864605,BK82,East New York,42,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,560 Lexington Avenue,New York,New York,10022,(-73.97263247 40.75685718),40.75685718,-73.97263247,MN19,Turtle Bay-East Midtown,4,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department for the Aging,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,933 54th Street,Brooklyn,New York,11219,(-74.002882 40.636979),40.636979,-74.002882,BK88,Borough Park,38,Yes,Citywide Public Computer Centers,"Programming available in Cantonese, Russian"
Department of Youth and Community Development,CAMBA,895 Pennsylvania Avenue,Brooklyn,New York,11207,(-73.887907 40.656),40.656,-73.887907,BK82,East New York,42,No,Citywide Public Computer Centers,Unknown
Department of Parks and Recreation,Department of Parks and Recreation,2301 Amsterdam Avenue,New York,New York,10032,(-73.934234 40.842809),40.842809,-73.934234,MN99,park-cemetery-etc-Manhattan,10,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Department of Youth and Community Development,CAMBA,3679 Nostrand Avenue,Brooklyn,New York,11229,(-73.940348 40.594172),40.594172,-73.940348,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,46,No,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,222 East 79th Street,New York,New York,10075,(-73.956382 40.773655000000005),40.773655,-73.956382,MN31,Lenox Hill-Roosevelt Island,4,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Youth and Community Development,Research Foundation of CUNY,301 Sutter Avenue,Brooklyn,New York,11212,(-73.909025 40.66767),40.66767,-73.909025,BK81,Brownsville,41,No,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,"University Settlement Society of New York, Inc.",501 Carlton Avenue,Brooklyn,New York,11238,(-73.970475 40.682832),40.682832,-73.970475,BK68,Fort Greene,35,No,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,203 West 115th Street,New York,New York,10026,(-73.95353074 40.80297988),40.80297988,-73.95353074,MN11,Central Harlem South,9,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Youth and Community Development,SCAN,120 East 110th Street,Manhattan,New York,10029,(-73.945262 40.794925000000006),40.794925,-73.945262,MN33,East Harlem South,8,Yes,Citywide Public Computer Centers,Unknown
Department for the Aging,BEDFORD PARK MULTI-SERVICE CENTER FOR SENIOR CITIZENS INC,243 East 204th St,Bronx,New York,10458,(-73.884457 40.87420500000001),40.874205,-73.884457,BX05,Bedford Park-Fordham North,11,Yes,Citywide Public Computer Centers,Programming available in Spanish
Department for the Aging,COMMUNITY AGENCY FOR SENIOR CITIZENS INC,125 Cassidy Place,Staten Island,New York,10301,(-74.096489 40.641888),40.641888,-74.096489,SI22,West New Brighton-New Brighton-St. George,49,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in:  Spanish, Mandarin, Cantonese, Bengali, Russian"
Department for the Aging,Visions/Services for the Blind and Visually Impaired,135 West 23rd Street,Manhattan,New York,10011,(-73.994288 40.743714),40.743714,-73.994288,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Yes,Citywide Public Computer Centers,Unknown
New York Public Library,New York Public Library,425 Avenue of the Americas,New York,New York,10011,(-73.99916928 40.73460553),40.73460553,-73.99916928,MN23,West Village,3,Yes,Citywide Public Computer Centers,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu"
Department of Youth and Community Development,Catholic Charities (CCCS),1155 University Avenue,Bronx,New York,10452,(-73.928529 40.836568),40.836568,-73.928529,BX26,Highbridge,16,Yes,Citywide Public Computer Centers,Unknown
Brooklyn Public Library,Brooklyn Public Library,365 Lewis Avenue,Brooklyn,New York,11233,(-73.93480547 40.6830049),40.6830049,-73.93480547,BK35,Stuyvesant Heights,36,Yes,Citywide Public Computer Centers,"Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Arabic, Spanish, Bengali, Creole, French, Russian."
Department of Youth and Community Development,"PAL?(Police Athletic League, Inc.)?????????",3005 Frederick Douglass Blvd,Manhattan,New York,10039,(-73.93688 40.83192),40.83192,-73.93688,MN03,Central Harlem North-Polo Grounds,9,No,Citywide Public Computer Centers,Unknown
Department for the Aging,BAY RIDGE CENTER INC d/b/a BAY RIDGE CENTER,411 Ovington Avenue,Brooklyn,New York,11209,(-74.02332100000001 40.633477),40.633477,-74.023321,BK31,Bay Ridge,43,Yes,Citywide Public Computer Centers,Language Line telephone interpretation service available as needed
Department for the Aging,REGIONAL AID FOR INTERIM NEEDS INC,3377 White Plains Road,Bronx,New York,10467,(-73.86706 40.874872),40.874872,-73.86706,BX44,Williamsbridge-Olinville,12,Yes,Citywide Public Computer Centers,Programming available in Spanish
Department of Parks and Recreation,Department of Parks and Recreation,2551 Westchester Avenue,Bronx,New York,10461,(-73.842528 40.84067),40.84067,-73.842528,BX37,Van Nest-Morris Park-Westchester Square,13,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Brooklyn Public Library,Brooklyn Public Library,61 Glenmore Avenue,Brooklyn,New York,11212,(-73.90860343000001 40.67152666),40.67152666,-73.90860343,BK81,Brownsville,41,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
Department of Parks and Recreation,Department of Parks and Recreation,2530 Jerome Avenue,Bronx,New York,10468,(-73.899038 40.8646),40.8646,-73.899038,BX05,Bedford Park-Fordham North,14,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Department for the Aging,QUEENS COMMUNITY HOUSE INC.,108-25 62nd Drive,Queens,New York,11375,(-73.850108 40.736287),40.736287,-73.850108,QN17,Forest Hills,29,Yes,Citywide Public Computer Centers,"Bilingual staff, offering assistance in Russian; programming available in Russian"
Queens Library,Queens Library,256-04 Union Turnpike,Glen Oaks,New York,11004,(-73.71483776 40.74515052),40.74515052,-73.71483776,QN44,Glen Oaks-Floral Park-New Hyde Park,23,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Gujarati, Hindi, Malayalam, Urdu."
Department for the Aging,THE EDUCATIONAL ALLIANCE INC,331 East 12th Street,Manhattan,New York,10003,(-73.984344 40.730578),40.730578,-73.984344,MN22,East Village,2,Yes,Citywide Public Computer Centers,Unknown
Queens Library,Queens Library,20-12 Madison Street,Ridgewood,New York,11385,(-73.90257238000001 40.70517231),40.70517231,-73.90257238,QN20,Ridgewood,30,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Spanish,  Albanian, Arabic, Romanian, Serbian, Italian, Polish."
Department of Parks and Recreation,Department of Parks and Recreation,Richmond Terrace & Faber Street,Staten Island,New York,10302,(-74.13535 40.641012),40.641012,-74.13535,SI28,Port Richmond,49,Yes,Citywide Public Computer Centers,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations."
Queens Library,Queens Library,249-01 Northern Boulevard,Little Neck,New York,11363,(-73.73820200000002 40.768186),40.768186,-73.738202,QN45,Douglas Manor-Douglaston-Little Neck,19,Yes,Citywide Public Computer Centers,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean."
Department of Youth and Community Development,Sunnyside Community Services,50-19 Broadway,Queens,New York,11377,(-73.910422 40.755223),40.755223,-73.910422,QN70,Astoria,26,Yes,Citywide Public Computer Centers,Unknown
Department of Youth and Community Development,BCS (Brooklyn Bureau Community Services),2945 West 33rd Street,Brooklyn,New York,11224,(-74.000103 40.573653),40.573653,-74.000103,BK21,Seagate-Coney Island,47,Yes,Citywide Public Computer Centers,Unknown
Brooklyn Public Library,Brooklyn Public Library,725 St. Marks Avenue,Brooklyn,New York,11216,(-73.94856614 40.67537085),40.67537085,-73.94856614,BK61,Crown Heights North,36,Yes,Citywide Public Computer Centers,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.
Department for the Aging,"CENTRAL HARLEM SENIOR CITIZENS CENTERS, INC.",210 West 131st Street,Manhattan,New York,10027,(-73.946231 40.812654),40.812654,-73.946231,MN03,Central Harlem North-Polo Grounds,9,Yes,Citywide Public Computer Centers,Programming available in Spanish
